# Test results for rooting positions on every branch
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('nonrev_aa_roottest.roottest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    ID:      Branch ID
#    logL:    Log-likelihood of the tree rooted at this branch
#    deltaL:  logL difference from the maximal logl
#    bp-RELL: bootstrap proportion using RELL method (Kishino et al. 1990)
#    p-KH:    p-value of one sided Kishino-Hasegawa test (1989)
#    p-SH:    p-value of Shimodaira-Hasegawa test (2000)
#    c-ELW:   Expected Likelihood Weight (Strimmer & Rambaut 2002)
#    p-AU:    p-value of approximately unbiased (AU) test (Shimodaira, 2002)
ID,logL,deltaL,bp-RELL,p-KH,p-SH,c-ELW,p-AU
410,-32203.41357,21.97171779,0,0,0.007,4.289181834e-07,0.1418580616
749,-32203.46211,22.02025492,0,0.002,0.019,5.216017302e-06,3.912843243e-05
490,-32203.47447,22.0326132,0,0,0.013,9.555692304e-07,0.001189827762
491,-32203.47447,22.03261321,0,0,0.013,9.555692245e-07,0.00118982784
402,-32203.48667,22.04481742,0,0,0.005,3.995947155e-07,0.1601343218
403,-32203.48669,22.04483999,0,0,0.005,3.95399611e-07,0.1657095301
406,-32203.48674,22.044889,0,0,0.005,3.953846946e-07,0.1657073616
405,-32203.48677,22.04492188,0,0,0.005,3.953701637e-07,0.1657114239
404,-32203.48677,22.04492188,0,0,0.005,3.953701637e-07,0.1657114239
602,-32203.48812,22.04627125,0,0,0.009,4.03833099e-07,0.02137975747
603,-32203.48815,22.04629419,0,0,0.009,4.025020452e-07,0.02163913979
604,-32203.48827,22.04641658,0,0,0.009,4.024538957e-07,0.02164545469
605,-32203.48839,22.0465367,0,0,0.009,4.024066733e-07,0.02165166831
606,-32203.48846,22.04661046,0,0,0.009,4.023779475e-07,0.02165555527
77,-32203.50632,22.06446616,0,0,0.01,4.107489119e-07,0.0379843959
459,-32203.51667,22.07481816,0,0.001,0.013,9.827455149e-07,2.290808318e-18
476,-32203.51675,22.07489339,0,0.001,0.013,9.818414384e-07,3.923478258e-16
796,-32203.52458,22.0827266,0,0,0.009,4.491527948e-07,8.453512001e-05
789,-32203.55009,22.10823881,0,0,0.008,3.384598569e-07,2.265755806e-05
409,-32203.55035,22.10849859,0,0,0.005,3.633079347e-07,0.1475976263
625,-32203.58534,22.14348708,0,0,0.005,4.176131984e-07,3.0794789e-36
601,-32203.5941,22.15224861,0,0,0.008,3.318941137e-07,0.009415019934
364,-32203.59558,22.15373093,0,0,0.003,1.625319144e-07,0.07147876128
748,-32203.60674,22.16488911,0,0,0.014,6.544907692e-07,0.009207274637
450,-32203.64168,22.199832,0,0,0.015,3.580020822e-06,6.613409492e-30
452,-32203.64171,22.19986215,0,0,0.015,3.594058344e-06,2.785653629e-28
451,-32203.64175,22.19989717,0,0,0.015,3.594800587e-06,3.641015898e-28
447,-32203.69811,22.25626237,0,0,0.016,4.497205899e-06,8.048740306e-06
454,-32203.7391,22.29725184,0,0,0.013,3.253778001e-06,9.179476475e-41
453,-32203.73924,22.29738456,0,0,0.013,3.253300892e-06,7.723708509e-41
599,-32203.73953,22.29767318,0,0.001,0.011,2.995837855e-06,0.002227531949
335,-32203.76689,22.32504086,0,0,0.003,1.499972013e-07,0.001313979624
596,-32203.78859,22.34673546,0,0.001,0.01,2.228094685e-06,0.004643852455
598,-32203.78862,22.34677092,0,0.001,0.01,2.228021153e-06,0.004643257955
584,-32203.81911,22.37725809,0,0,0.007,8.779027417e-07,0.08881913408
586,-32203.8192,22.37734758,0,0,0.007,8.778367249e-07,0.08885750289
585,-32203.8192,22.37734758,0,0,0.007,8.778367249e-07,0.08885750289
632,-32203.83468,22.39282339,0,0,0.003,3.408216235e-07,6.90026412e-55
633,-32203.83469,22.39283289,0,0,0.003,3.408182079e-07,9.166010596e-55
636,-32203.83479,22.39293955,0,0,0.003,3.407826535e-07,1.130341884e-56
635,-32203.83481,22.39295605,0,0,0.003,3.407774279e-07,5.609837355e-57
634,-32203.83481,22.39295605,0,0,0.003,3.407774279e-07,5.609837355e-57
78,-32203.84121,22.39936205,0,0,0.009,2.085785455e-06,0.006700952221
813,-32203.86873,22.42687867,0,0,0.006,1.053164782e-06,6.917826223e-59
610,-32203.87871,22.43686152,0,0,0.01,4.199189266e-07,0.1063772408
814,-32203.88517,22.44332039,0,0,0.005,3.958654485e-07,1.840921477e-05
460,-32203.89541,22.45355998,0,0.001,0.011,9.853569099e-07,9.718289954e-06
473,-32203.89546,22.45360534,0,0.001,0.011,9.85317389e-07,9.673336699e-06
449,-32203.94179,22.49994147,0,0.001,0.016,2.458966778e-06,1.242239735e-06
448,-32203.94179,22.49994147,0,0.001,0.016,2.458966778e-06,1.242239735e-06
587,-32203.94666,22.50480765,0,0,0.007,8.405581853e-07,0.07473158465
430,-32203.94756,22.50570667,0,0.003,0.026,1.027800697e-05,0.04165436172
431,-32203.9476,22.5057489,0,0.003,0.026,1.027769627e-05,0.04165665412
442,-32203.94763,22.5057802,0,0.003,0.026,1.027748872e-05,0.04165532737
438,-32203.94772,22.505863,0,0.003,0.025,7.823060931e-06,0.04345934346
443,-32203.94775,22.505894,0,0.003,0.026,1.027637925e-05,0.04166221106
444,-32203.9478,22.50594915,0,0.003,0.026,1.027587457e-05,0.04166479116
799,-32203.95489,22.51303548,0,0,0.005,3.801860736e-07,2.382274216e-05
82,-32203.97731,22.5354555,0,0,0.009,2.311901028e-06,0.06193054098
126,-32203.97746,22.53561027,0,0,0.009,2.318440052e-06,0.06890368857
83,-32203.97733,22.53547956,0,0,0.009,2.31481807e-06,0.0618396214
127,-32203.97754,22.53569172,0,0,0.009,2.309081983e-06,0.06300288137
608,-32204.0419,22.60004948,0,0,0.008,4.668462757e-07,0.09877499878
609,-32204.04287,22.60102094,0,0,0.008,4.236935099e-07,0.1102103493
439,-32204.07717,22.63531431,0,0.003,0.024,7.531238623e-06,0.001531967231
432,-32204.07717,22.63531446,0,0.003,0.024,7.531158668e-06,0.001531580226
441,-32204.07723,22.63537348,0,0.003,0.024,7.530816551e-06,0.001530026095
433,-32204.07726,22.63540533,0,0.003,0.024,7.530675818e-06,0.001528882275
440,-32204.07728,22.63542801,0,0.003,0.024,7.530427564e-06,0.00152823937
407,-32204.10496,22.66310415,0,0,0.002,2.787720106e-07,0.1624083502
408,-32204.10508,22.6632274,0,0,0.002,2.78741002e-07,0.1624081465
617,-32204.16447,22.72262146,0,0,0.008,3.778369222e-07,0.1006343661
79,-32204.20738,22.76552892,0,0,0.007,9.45055478e-07,2.791459809e-38
156,-32204.24333,22.80147989,0,0,0.008,6.994548699e-07,0.04911815916
167,-32204.24335,22.80150083,0,0,0.008,6.993046849e-07,0.04883951342
274,-32204.38028,22.93842699,0,0,0.007,2.730217641e-07,0.1230352008
279,-32204.3803,22.9384468,0,0,0.007,2.730107592e-07,0.1230329071
736,-32204.4523,23.010444,0,0,0.007,3.448908499e-07,0.004983524744
737,-32204.45232,23.01046922,0,0,0.007,3.451317121e-07,0.005317538911
746,-32204.45251,23.01065698,0,0,0.007,3.446631902e-07,0.04876565367
437,-32204.47163,23.02977833,0,0.002,0.02,6.839072525e-06,0.02185396382
434,-32204.50008,23.05822531,0,0.002,0.02,6.683010074e-06,0.03214364019
84,-32204.50254,23.06068632,0,0,0.005,1.848082474e-06,0.1105043711
123,-32204.50267,23.06081681,0,0,0.005,1.854172384e-06,0.1466022883
811,-32204.50383,23.06197243,0,0,0.005,6.940479452e-07,7.112872034e-61
812,-32204.5039,23.06205109,0,0,0.005,6.965790779e-07,4.570545892e-51
357,-32204.61783,23.17597926,0,0,0.004,8.748900654e-08,0.09262542206
360,-32204.71503,23.27317448,0,0,0.004,1.062053051e-07,0.09802415485
358,-32204.71504,23.27318792,0,0,0.004,1.062039795e-07,0.09802929121
359,-32204.71507,23.2732136,0,0,0.004,1.062014522e-07,0.0980327302
361,-32204.71512,23.27327001,0,0,0.004,1.062026632e-07,0.09805045542
630,-32204.73006,23.28820334,0,0,0.007,1.255520614e-06,3.578262163e-86
373,-32204.7409,23.29905033,0,0,0.004,1.780508695e-07,0.04909489122
627,-32204.74198,23.30012564,0,0,0.007,1.240719324e-06,1.970766805e-112
629,-32204.74198,23.30012773,0,0,0.007,1.240717818e-06,7.020087021e-113
628,-32204.74198,23.30012773,0,0,0.007,1.240717818e-06,7.020087021e-113
130,-32204.75104,23.30918961,0,0.001,0.011,9.869784105e-06,0.007458374467
141,-32204.75135,23.30949826,0,0.001,0.011,9.862203766e-06,0.007469458993
129,-32204.75169,23.30983665,0,0.001,0.011,8.61686838e-06,0.006365513497
367,-32204.76706,23.32521125,0,0,0.004,1.72033264e-07,0.1243521489
374,-32204.76722,23.32536942,0,0,0.004,1.71262045e-07,0.1254658983
800,-32204.82194,23.3800845,0,0,0.003,2.408008546e-07,0.0003513159284
809,-32204.82207,23.38022084,0,0,0.003,2.409007259e-07,0.0003548468536
747,-32204.8689,23.42704455,0,0,0.008,4.327500062e-07,0.03278735117
368,-32204.88814,23.44628851,0,0,0.004,1.662154784e-07,0.04271727029
641,-32204.92855,23.48669614,0,0,0.004,2.10669506e-07,0.03256406964
768,-32204.92957,23.48771447,0,0,0.004,2.112316268e-07,0.03342380573
125,-32204.93747,23.49561491,0,0,0.005,1.93201643e-06,0.03956080747
124,-32204.93746,23.49561112,0,0,0.005,1.934116398e-06,0.03820918398
611,-32204.98446,23.54260447,0,0,0.01,2.559084056e-07,0.01984401594
616,-32204.98453,23.54268109,0,0,0.01,2.55888694e-07,0.01986252757
612,-32204.98459,23.54274062,0,0,0.01,2.558733883e-07,0.01986535366
614,-32204.98459,23.54274062,0,0,0.01,2.558733878e-07,0.01986535618
613,-32204.98459,23.54274062,0,0,0.01,2.558733878e-07,0.01986535618
615,-32204.98471,23.54286187,0,0,0.01,2.558439775e-07,0.01987974763
193,-32204.99271,23.55085722,0,0,0.007,2.317178755e-07,0.05291666329
174,-32204.99272,23.55086859,0,0,0.007,2.312275332e-07,0.05318004292
173,-32204.99273,23.55087333,0,0,0.007,2.312188158e-07,0.05321553415
801,-32205.02949,23.5876333,0,0,0.003,2.14446202e-07,1.483786368e-05
808,-32205.031,23.5891429,0,0,0.002,2.058635025e-07,1.294986413e-05
168,-32205.0379,23.59604459,0,0,0.006,3.444898384e-07,0.05902881452
147,-32205.04911,23.60725362,0,0,0.008,7.388795047e-07,0.02210478642
300,-32205.05435,23.61249493,0,0,0.002,7.574240285e-08,0.001256146434
327,-32205.05454,23.61268716,0,0,0.002,7.56791205e-08,0.001239617848
735,-32205.06468,23.62282347,0,0,0.005,2.172754021e-07,1.376655608e-25
148,-32205.06649,23.62463722,0,0,0.008,9.027791597e-07,0.0198463577
149,-32205.06649,23.62464057,0,0,0.008,9.037145662e-07,0.0199517069
591,-32205.07796,23.63610419,0,0,0.005,3.078406697e-07,0.06311924307
588,-32205.07807,23.63621265,0,0,0.005,3.078068431e-07,0.06316213811
477,-32205.08998,23.6481279,0,0,0.005,2.94172892e-07,6.534117385e-47
482,-32205.09023,23.64838198,0,0,0.005,2.940703152e-07,8.710686316e-48
642,-32205.15119,23.70933703,0,0,0.003,5.644315343e-08,0.05261326062
336,-32205.16458,23.72272416,0,0,0.002,4.095901906e-08,0.00136045118
353,-32205.16491,23.72305744,0,0,0.002,4.094277534e-08,0.001364908067
643,-32205.1997,23.75785041,0,0,0.004,4.32953165e-08,0.027180869
664,-32205.20003,23.75817793,0,0,0.004,4.329017187e-08,0.0271814941
175,-32205.20708,23.76523056,0,0,0.008,1.426152601e-07,4.747532034e-37
188,-32205.20709,23.7652397,0,0,0.008,1.425344577e-07,1.535618528e-37
562,-32205.3037,23.86185133,0,0,0.014,2.694923957e-06,1.386767984e-80
564,-32205.30376,23.86190867,0,0,0.014,2.695133216e-06,2.539227841e-77
563,-32205.30376,23.86190867,0,0,0.014,2.695133216e-06,2.539227841e-77
369,-32205.31897,23.87712175,0,0,0.004,1.054978788e-07,0.05558861925
372,-32205.31907,23.8772213,0,0,0.004,1.059151991e-07,0.0631065708
370,-32205.31908,23.87722728,0,0,0.004,1.054874743e-07,0.05559162743
371,-32205.31914,23.87728934,0,0,0.004,1.054813557e-07,0.05559346736
128,-32205.33528,23.89342872,0,0,0.008,4.192912778e-07,0.07664206526
354,-32205.33701,23.89515639,0,0,0.002,3.499807229e-08,0.001334628322
751,-32205.36299,23.92113749,0,0,0.003,1.231941456e-07,0.004814980864
338,-32205.39831,23.95645279,0,0,0.002,5.032527341e-08,0.1117615548
362,-32205.42726,23.98540259,0,0,0.003,5.150949439e-08,0.002000391846
363,-32205.42731,23.98545287,0,0,0.003,5.150710405e-08,0.001997188752
121,-32205.49581,24.053953,0,0,0.009,7.735585905e-07,0.002754968165
337,-32205.50457,24.06271507,0,0,0.002,3.420319303e-08,0.04960984148
341,-32205.50473,24.06287395,0,0,0.002,3.420246639e-08,0.04955050698
352,-32205.50493,24.0630739,0,0,0.002,3.419839668e-08,0.04937040607
485,-32205.51204,24.07018871,0,0,0.01,6.250905145e-07,7.901151073e-06
484,-32205.51208,24.07022953,0,0,0.01,6.251235274e-07,7.900720019e-06
738,-32205.53112,24.08926654,0,0,0.004,1.943327574e-07,0.0001577880984
122,-32205.54725,24.10540162,0,0,0.004,1.349313529e-06,0.07253532575
176,-32205.57702,24.13516422,0,0,0.006,1.465034181e-07,0.04839462294
182,-32205.58587,24.14401432,0,0,0.006,1.544070152e-07,0.06473750012
339,-32205.59309,24.15123732,0,0,0.002,6.415713388e-08,0.01194003442
340,-32205.59318,24.15133228,0,0,0.002,6.415138008e-08,0.01194345938
590,-32205.6256,24.18375212,0,0,0.004,1.633049443e-07,0.04989269143
589,-32205.6256,24.18375212,0,0,0.004,1.633049443e-07,0.04989269143
743,-32205.63115,24.18929471,0,0,0.004,1.819804508e-07,0.001139703996
810,-32205.64233,24.2004735,0,0,0.003,1.558664837e-07,5.668085565e-48
229,-32205.6579,24.21604567,0,0,0.008,3.616873744e-06,3.300329571e-31
228,-32205.65794,24.21609182,0,0,0.008,3.596372107e-06,4.454716269e-32
264,-32205.65826,24.21640778,0,0,0.008,3.595728037e-06,6.712746835e-32
565,-32205.67334,24.23149102,0,0,0.015,9.463499814e-07,2.299629255e-49
769,-32205.67908,24.23722892,0,0,0.005,2.929496622e-07,0.02245647179
786,-32205.67935,24.23749275,0,0,0.005,2.939993055e-07,0.02458607293
131,-32205.70243,24.26057545,0,0,0.009,6.055984342e-06,0.003804234889
140,-32205.70277,24.26091554,0,0,0.009,6.032302261e-06,0.003758471407
183,-32205.71394,24.2720913,0,0,0.005,1.097220356e-07,0.06452196985
142,-32205.76276,24.32091125,0,0,0.006,4.47382875e-07,0.01991721453
561,-32205.76342,24.32156258,0,0,0.012,1.096926719e-06,3.136521594e-45
790,-32205.76439,24.32253646,0,0,0.005,2.490745801e-08,1.259070839e-55
791,-32205.76452,24.3226672,0,0,0.005,2.490268233e-08,7.298344506e-44
792,-32205.76459,24.32273655,0,0,0.005,2.489925686e-08,1.597916721e-67
795,-32205.7647,24.32284429,0,0,0.005,2.489686718e-08,2.74648245e-69
793,-32205.76473,24.32287875,0,0,0.005,2.489590523e-08,5.652469457e-70
794,-32205.76477,24.32291826,0,0,0.005,2.489490216e-08,9.45459736e-71
734,-32205.77482,24.33296859,0,0,0.002,7.393933445e-08,0.03179944037
169,-32205.79616,24.35430532,0,0,0.006,6.238837773e-07,0.03665999492
170,-32205.79623,24.35437815,0,0,0.006,6.197571229e-07,0.03757450761
750,-32205.82976,24.38790245,0,0,0.002,1.039450228e-07,0.1703358191
472,-32205.90543,24.46357683,0,0,0.014,2.156079559e-06,0.003523202507
665,-32205.90591,24.46405425,0,0,0.002,3.700915764e-08,0.0537797275
289,-32205.95475,24.51290238,0,0,0.004,9.031565898e-07,5.178645166e-52
282,-32205.95664,24.51478661,0,0,0.004,4.503085626e-07,0.05480187204
85,-32206.00105,24.55919663,0,0,0.003,6.305957091e-07,0.01713788321
666,-32206.02231,24.58046074,0,0,0.003,3.712706773e-08,0.04056155585
291,-32206.06971,24.627858,0,0,0.005,1.110335103e-07,0.0326927945
280,-32206.06975,24.62790162,0,0,0.005,1.110515977e-07,0.03270589693
166,-32206.07909,24.63723326,0,0,0.005,1.28045073e-07,0.06212992778
132,-32206.09455,24.65269354,0,0,0.008,4.823302443e-06,0.007971704739
139,-32206.0948,24.65294798,0,0,0.008,4.846815047e-06,0.007802857634
157,-32206.12149,24.67964227,0,0,0.005,1.572365838e-07,0.04656195379
350,-32206.16061,24.71875862,0,0,0.002,4.028881148e-08,0.1412057817
705,-32206.17172,24.72986978,0,0,0.003,2.584358783e-08,0.04214408499
481,-32206.18256,24.74070426,0,0,0.007,1.2490475e-06,3.214416023e-05
742,-32206.20734,24.76548591,0,0,0.005,2.422211518e-07,5.551674963e-06
739,-32206.20737,24.76551358,0,0,0.005,2.421879838e-07,5.553592524e-06
740,-32206.20738,24.76552796,0,0,0.005,2.421941665e-07,5.564331894e-06
741,-32206.20744,24.7655854,0,0,0.005,2.421741532e-07,5.555242725e-06
158,-32206.2209,24.77904576,0,0,0.006,1.251799623e-07,0.04053800037
165,-32206.22091,24.77905615,0,0,0.006,1.248745454e-07,0.04088469471
281,-32206.23757,24.79571349,0,0,0.004,1.406976733e-07,0.02435791643
283,-32206.23759,24.79573281,0,0,0.004,1.406950209e-07,0.02435456155
254,-32206.23875,24.79689499,0,0,0.009,6.345155305e-06,0.003417714574
164,-32206.27083,24.82897875,0,0,0.005,1.833507149e-07,0.06141419943
161,-32206.27088,24.82902681,0,0,0.005,1.833615286e-07,0.06140861804
160,-32206.27102,24.82916853,0,0,0.005,1.802376795e-07,0.06326878519
331,-32206.33484,24.89298672,0,0,0.002,5.588751488e-08,0.05663062842
290,-32206.38385,24.94200168,0,0,0.003,1.485081027e-07,0.03012032035
265,-32206.40497,24.96311276,0,0,0.004,1.340807383e-06,3.193012424e-75
202,-32206.45286,25.01100392,0,0,0.004,6.865168577e-07,8.759154822e-74
517,-32206.4723,25.03045195,0,0.001,0.035,2.168113954e-05,0.004077648251
518,-32206.47234,25.03048689,0,0.001,0.035,2.168185195e-05,0.007103048133
519,-32206.47257,25.0307221,0,0.001,0.035,2.167650115e-05,0.00423870982
230,-32206.52677,25.08491928,0,0,0.008,1.513858161e-06,0.009806115064
255,-32206.52685,25.08500074,0,0,0.008,1.515964585e-06,0.00979303307
275,-32206.53075,25.08889241,0,0,0.002,9.417005779e-08,0.06965636688
276,-32206.53077,25.08891306,0,0,0.002,9.416211412e-08,0.06966129393
470,-32206.54057,25.09871435,0,0,0.009,1.724280245e-06,0.001127783597
471,-32206.54058,25.09872957,0,0,0.009,1.724441176e-06,0.001143089763
355,-32206.60958,25.16772573,0,0,0.002,6.200614538e-09,0.002034535267
356,-32206.61756,25.1757085,0,0,0.002,5.919479611e-09,0.001876478638
461,-32206.62648,25.1846258,0,0,0.004,6.885699761e-08,0.007827296221
466,-32206.63288,25.19102772,0,0,0.003,6.564665154e-08,0.01016533593
159,-32206.63986,25.19800667,0,0,0.004,1.129704015e-07,0.0522136378
213,-32206.64994,25.20809181,0,0,0.01,2.461725178e-05,0.02118819684
567,-32206.71224,25.27038297,0,0,0.01,2.162463721e-07,2.046973274e-40
560,-32206.71343,25.27158014,0,0,0.01,2.433811507e-07,1.041014604e-26
566,-32206.72074,25.27888665,0,0,0.009,3.034564811e-07,7.596575256e-07
86,-32206.72365,25.2817938,0,0,0.004,1.674846566e-07,0.02027817729
231,-32206.74174,25.29988913,0,0,0.008,1.168120237e-06,0.000566924587
516,-32206.74847,25.30661723,0,0,0.029,2.868116878e-05,1.608070259e-51
515,-32206.74853,25.30667563,0,0,0.029,2.875226402e-05,7.267492816e-38
514,-32206.74853,25.30667939,0,0,0.029,2.875374856e-05,2.426142694e-38
667,-32206.75061,25.3087612,0,0,0.002,7.669670774e-08,0.02492409322
704,-32206.77374,25.33188827,0,0,0.002,5.570081219e-08,0.01593988183
133,-32206.7861,25.34424566,0,0,0.006,2.290268291e-06,0.005221179549
136,-32206.78612,25.34426369,0,0,0.006,2.290168403e-06,0.005218405397
163,-32206.78639,25.34453941,0,0,0.004,5.631466913e-08,0.04909717121
252,-32206.78733,25.34547625,0,0,0.016,1.566138494e-05,0.01685207318
162,-32206.79134,25.34948615,0,0,0.004,6.046502605e-08,0.05287783731
669,-32206.79465,25.35279734,0,0,0.002,1.104515427e-07,0.02114643308
668,-32206.79521,25.35335344,0,0,0.002,1.090486735e-07,0.02084593927
378,-32206.8556,25.41375185,0,0,0.005,6.108563384e-08,0.03846589442
379,-32206.85565,25.41379733,0,0,0.005,6.107523024e-08,0.03846887062
382,-32206.85566,25.41380768,0,0,0.005,6.108271948e-08,0.03846770523
389,-32206.85569,25.41384018,0,0,0.005,6.107908515e-08,0.03846368138
203,-32206.91686,25.47501141,0,0,0.003,3.300036713e-07,4.25278629e-58
110,-32206.93224,25.49038697,0,0,0.004,2.535192159e-07,0.108068767
286,-32206.95141,25.50955773,0,0,0.002,1.154645155e-07,0.008475610631
288,-32206.95144,25.5095861,0,0,0.002,1.154613806e-07,0.008476676994
287,-32206.95144,25.5095861,0,0,0.002,1.154613806e-07,0.008476676994
284,-32206.95148,25.50962483,0,0,0.002,1.154547885e-07,0.008479163339
285,-32206.95148,25.50962824,0,0,0.002,1.154550579e-07,0.008479247787
186,-32206.95501,25.51315725,0,0,0.005,9.215240599e-07,0.04746760387
351,-32206.96662,25.52477226,0,0,0.001,7.933583981e-09,0.09970828431
89,-32207.00427,25.56241527,0,0,0.004,2.041068327e-07,0.03229218357
88,-32207.00426,25.56241073,0,0,0.004,2.039662492e-07,0.03218597312
332,-32207.01183,25.56997551,0,0,0.002,2.78909629e-08,0.06748696104
330,-32207.01447,25.57261657,0,0,0.002,2.816073827e-08,0.07707507072
463,-32207.0486,25.60674838,0,0,0.005,8.42542691e-08,0.01301814813
462,-32207.04861,25.60675588,0,0,0.005,8.424419465e-08,0.01302577152
137,-32207.13333,25.69148209,0,0,0.006,1.621676101e-06,0.01157621745
138,-32207.13346,25.69160865,0,0,0.006,1.621492083e-06,0.01157739395
342,-32207.18884,25.74699209,0,0,0.001,8.881807503e-09,0.07870942853
267,-32207.20027,25.75841728,0,0,0.006,3.356575599e-06,4.249306362e-158
266,-32207.20028,25.75842686,0,0,0.006,3.356053389e-06,1.357425077e-204
478,-32207.23201,25.79016214,0,0,0.006,8.800663637e-08,0.0004457395175
277,-32207.28837,25.84651405,0,0,0.002,6.949411027e-08,0.04444770083
329,-32207.36018,25.91832477,0,0,0.002,1.758875952e-08,0.05076580628
733,-32207.36398,25.9221298,0,0,0.001,1.973519816e-08,4.393293852e-27
706,-32207.36605,25.92419861,0,0,0.001,1.978652789e-08,0.00934778994
278,-32207.37775,25.93590045,0,0,0.002,5.873767368e-08,0.04882144697
120,-32207.42161,25.9797562,0,0,0.004,1.293245415e-07,0.03681654304
328,-32207.4315,25.98964344,0,0,0.002,1.820617222e-08,0.08566227364
113,-32207.43693,25.99507734,0,0,0.005,3.890520703e-07,0.04170909453
112,-32207.43694,25.99508405,0,0,0.005,3.886748247e-07,0.04127616035
114,-32207.43695,25.99509919,0,0,0.005,3.889528472e-07,0.04185565753
333,-32207.43852,25.99666421,0,0,0.002,1.59533882e-08,0.1110155942
87,-32207.50064,26.05878826,0,0,0.004,6.470334417e-08,0.01814312026
119,-32207.50082,26.05897232,0,0,0.004,6.465888839e-08,0.01792354341
697,-32207.60671,26.16485688,0,0,0.002,4.432096177e-08,0.03621347257
696,-32207.60672,26.16487185,0,0,0.002,4.43264499e-08,0.03606183335
670,-32207.60676,26.16490941,0,0,0.002,4.432486097e-08,0.03620174152
671,-32207.60687,26.16501368,0,0,0.002,4.432132831e-08,0.03622507932
568,-32207.64572,26.20387044,0,0,0.01,1.223856863e-07,2.362101372e-42
569,-32207.64582,26.20396649,0,0,0.01,1.223730423e-07,1.507226444e-42
785,-32207.66633,26.22447629,0,0,0.002,1.010400768e-08,0.07397443004
770,-32207.69105,26.24920175,0,0,0.002,7.270705409e-09,0.000802083784
343,-32207.75094,26.30908736,0,0,0.001,3.93047914e-09,0.08621973339
344,-32207.76527,26.32341668,0,0,0.001,3.913066852e-09,0.1088288724
346,-32207.76537,26.32351905,0,0,0.001,4.092146654e-09,0.1133929893
345,-32207.76544,26.32358967,0,0,0.001,4.091625599e-09,0.1134198134
347,-32207.76884,26.32698668,0,0,0.001,3.783991171e-09,0.08344766684
205,-32207.81765,26.37579657,0,0,0.003,2.431957185e-07,2.885376739e-57
204,-32207.81931,26.37745965,0,0,0.003,2.319837086e-07,3.944114308e-47
380,-32207.98051,26.53865795,0,0,0.005,5.929759675e-08,0.05445619044
381,-32207.98051,26.53865797,0,0,0.005,5.929759595e-08,0.05445619149
134,-32208.0582,26.61634354,0,0,0.003,2.064987597e-06,0.001333225002
135,-32208.05821,26.61635917,0,0,0.003,2.064958671e-06,0.001333056972
744,-32208.06742,26.62556267,0,0,0.002,2.782627811e-08,0.009873816564
745,-32208.06754,26.62568395,0,0,0.002,2.782315063e-08,0.009874620312
396,-32208.08249,26.64063831,0,0.002,0.01,1.293625945e-07,1.931021874e-11
171,-32208.12139,26.67953588,0,0,0.001,5.620932802e-08,0.009329640494
172,-32208.12144,26.67958493,0,0,0.001,5.59221436e-08,0.0094327264
210,-32208.12278,26.68092414,0,0,0.003,2.403906567e-06,1.432208656e-56
209,-32208.16226,26.72040296,0,0,0.003,2.805969491e-06,3.910193193e-82
232,-32208.17443,26.73257332,0,0,0.006,5.164550877e-07,1.200347692e-76
212,-32208.20283,26.76098229,0,0,0.003,1.802340932e-06,7.914812157e-73
211,-32208.20283,26.76098229,0,0,0.003,1.802340932e-06,7.914812157e-73
234,-32208.21111,26.7692592,0,0,0.006,5.789415847e-07,5.229688199e-53
233,-32208.21219,26.77034184,0,0,0.006,6.043225837e-07,1.275906099e-43
771,-32208.23588,26.79402801,0,0,0.001,6.045067891e-09,0.0005015668308
776,-32208.23603,26.79418038,0,0,0.001,6.043753799e-09,0.0005009178197
253,-32208.25126,26.8094049,0,0,0.005,4.830053558e-07,2.385840774e-90
805,-32208.28825,26.84639825,0,0,0.002,3.253407312e-07,0.0001395204102
806,-32208.28831,26.84645334,0,0,0.002,3.253290047e-07,0.0001395334707
802,-32208.28836,26.84650744,0,0,0.002,3.252992227e-07,0.0001395479127
807,-32208.28837,26.84651691,0,0,0.002,3.253068603e-07,0.0001395392607
111,-32208.30805,26.86620007,0,0,0.004,1.021359323e-07,0.07407928709
208,-32208.34993,26.90807691,0,0,0.003,7.470544732e-07,1.211372465e-104
474,-32208.38545,26.9435986,0,0,0.003,1.677731957e-08,7.222425673e-50
301,-32208.52379,27.08193704,0,0,0,1.203987092e-08,0.001436528189
322,-32208.52392,27.08206742,0,0,0,1.205144336e-08,0.001436789488
207,-32208.53562,27.09376564,0,0,0.003,8.825958682e-07,2.962963654e-65
215,-32208.54099,27.09914119,0,0,0.003,5.331412828e-07,1.310507266e-52
206,-32208.54107,27.09921405,0,0,0.003,5.311721254e-07,6.488986816e-60
146,-32208.62014,27.17828242,0,0,0.007,5.086306144e-07,0.0003535903056
645,-32208.68823,27.24638222,0,0,0.002,3.778515081e-09,0.02532611797
646,-32208.68826,27.2464082,0,0,0.002,3.80211115e-09,0.0253474443
649,-32208.68827,27.24642067,0,0,0.002,3.800243755e-09,0.02534190157
662,-32208.71126,27.26940763,0,0,0.003,5.128856293e-09,0.04746765649
661,-32208.73423,27.29237284,0,0,0.002,5.244400482e-09,0.001346244589
663,-32208.73426,27.29240628,0,0,0.002,5.244125787e-09,0.001347172033
654,-32208.77012,27.3282706,0,0,0.002,3.347666506e-09,0.02422853647
